id,id_maquina,data,estado,temperature,humidity,voltage,current,power
617,Machine_1,2025-04-07 07:04:00,OK,46.41,50.53,239.64,7.58,1379.53
618,Machine_1,2025-04-07 07:08:00,Not OK,28.79,81.62,197.43,9.23,3926.87
619,Machine_1,2025-04-07 07:12:00,OK,22.35,46.25,236.96,9.47,1210.12
620,Machine_1,2025-04-07 07:16:00,OK,25.42,46.09,238.46,7.0,1965.41
621,Machine_1,2025-04-07 07:20:00,Not OK,67.8,31.35,227.44,19.09,3797.87
622,Machine_1,2025-04-07 07:24:00,Not OK,62.67,53.5,215.44,17.72,4432.3
623,Machine_1,2025-04-07 07:28:00,OK,40.57,55.51,238.07,7.0,1176.56
624,Machine_1,2025-04-07 07:32:00,OK,29.18,58.96,228.55,8.44,647.25
625,Machine_1,2025-04-07 07:36:00,OK,31.21,57.42,233.73,9.85,1195.95
626,Machine_1,2025-04-07 07:40:00,OK,57.38,34.55,214.84,6.86,1973.27
627,Machine_1,2025-04-07 07:44:00,OK,57.9,34.11,215.42,5.5,568.63
628,Machine_1,2025-04-07 07:48:00,OK,44.51,43.7,226.93,5.81,515.75
629,Machine_1,2025-04-07 07:52:00,OK,20.26,44.85,227.09,8.76,1709.24
630,Machine_1,2025-04-07 07:56:00,OK,30.15,35.32,214.46,5.4,2494.95
631,Machine_1,2025-04-07 08:00:00,Not OK,27.74,85.51,190.55,8.06,3885.49
632,Machine_1,2025-04-07 08:04:00,OK,54.31,38.86,216.53,5.56,1707.31
633,Machine_1,2025-04-07 08:08:00,OK,57.14,43.0,234.32,8.68,2360.59
634,Machine_1,2025-04-07 08:12:00,Not OK,77.31,55.81,231.82,18.41,4009.45
635,Machine_1,2025-04-07 08:16:00,OK,40.88,59.11,237.97,9.53,574.54
636,Machine_1,2025-04-07 08:20:00,Not OK,89.89,45.33,237.28,19.07,3843.61
637,Machine_1,2025-04-07 08:24:00,Not OK,28.36,81.99,194.03,8.1,3638.75
638,Machine_1,2025-04-07 08:28:00,OK,40.83,51.56,220.5,5.37,2196.11
639,Machine_1,2025-04-07 08:32:00,OK,43.36,58.83,239.72,6.74,942.57
640,Machine_1,2025-04-07 08:36:00,OK,55.0,57.41,216.69,5.93,1172.05
641,Machine_1,2025-04-07 08:40:00,OK,59.87,59.0,225.35,7.83,1473.41
642,Machine_1,2025-04-07 08:44:00,OK,55.88,35.69,238.11,9.21,1385.21
643,Machine_1,2025-04-07 08:48:00,OK,50.82,43.89,239.75,6.97,1446.29
644,Machine_1,2025-04-07 08:52:00,Not OK,71.73,30.08,233.38,17.5,3748.6
645,Machine_1,2025-04-07 08:56:00,OK,40.08,49.64,227.64,9.74,1917.23
646,Machine_1,2025-04-07 09:00:00,OK,42.7,35.06,233.81,5.93,1511.47
647,Machine_1,2025-04-07 09:04:00,OK,30.46,37.26,216.84,6.28,1810.82
648,Machine_1,2025-04-07 09:08:00,Not OK,50.85,88.3,193.01,9.5,4329.37
649,Machine_1,2025-04-07 09:12:00,Not OK,62.3,33.8,216.92,16.21,4443.88
650,Machine_1,2025-04-07 09:16:00,OK,49.65,41.44,215.35,5.21,1340.84
651,Machine_1,2025-04-07 09:20:00,OK,51.98,39.28,223.04,9.98,1830.17
652,Machine_1,2025-04-07 09:24:00,Not OK,79.92,54.5,239.84,6.65,4609.56
653,Machine_1,2025-04-07 09:28:00,Not OK,74.72,31.03,236.69,6.4,3716.48
654,Machine_1,2025-04-07 09:32:00,OK,29.85,51.34,234.97,9.63,2109.8
655,Machine_1,2025-04-07 09:36:00,OK,46.16,30.93,224.15,7.4,530.14
656,Machine_1,2025-04-07 09:40:00,OK,38.06,33.08,239.56,9.32,1722.12
657,Machine_1,2025-04-07 09:44:00,Not OK,69.59,41.02,218.34,19.17,4377.21
658,Machine_1,2025-04-07 09:48:00,OK,53.31,41.91,217.93,7.27,590.73
659,Machine_1,2025-04-07 09:52:00,OK,31.08,53.88,214.59,5.95,915.61
660,Machine_1,2025-04-07 09:56:00,Not OK,70.46,55.74,218.21,9.05,4685.97
661,Machine_1,2025-04-07 10:00:00,Not OK,73.19,48.73,233.43,6.6,3746.65
662,Machine_1,2025-04-07 10:04:00,OK,34.0,40.97,237.52,7.62,999.76
663,Machine_1,2025-04-07 10:08:00,OK,43.51,46.09,216.73,8.51,1735.47
664,Machine_1,2025-04-07 10:12:00,OK,40.21,47.43,226.34,7.35,1892.73
665,Machine_1,2025-04-07 10:16:00,OK,49.66,30.69,230.79,5.81,1643.14
666,Machine_1,2025-04-07 10:20:00,OK,36.26,56.32,233.37,6.86,1027.84
667,Machine_1,2025-04-07 10:24:00,OK,36.62,55.48,232.26,5.91,983.68
668,Machine_1,2025-04-07 10:28:00,Not OK,75.65,31.19,221.25,17.64,3607.58
669,Machine_1,2025-04-07 10:32:00,OK,25.22,30.53,234.92,7.59,1687.08
670,Machine_1,2025-04-07 10:36:00,OK,44.19,31.71,230.25,8.43,1589.0
671,Machine_1,2025-04-07 10:40:00,OK,25.39,36.68,212.14,7.6,2191.05
672,Machine_1,2025-04-07 10:44:00,OK,22.03,49.43,237.69,6.21,1296.38
673,Machine_1,2025-04-07 10:48:00,OK,29.19,57.05,239.7,8.03,2099.99
674,Machine_1,2025-04-07 10:52:00,OK,38.83,53.86,217.39,8.54,2333.72
675,Machine_1,2025-04-07 10:56:00,OK,38.25,31.98,215.64,5.99,1152.09
676,Machine_1,2025-04-07 11:00:00,Not OK,45.51,80.73,195.26,7.23,4220.42
677,Machine_1,2025-04-07 11:04:00,OK,32.3,56.87,213.03,6.65,2220.88
678,Machine_1,2025-04-07 11:08:00,Not OK,72.53,51.39,220.83,19.47,3700.29
679,Machine_1,2025-04-07 11:12:00,OK,54.77,45.67,224.46,9.21,1127.83
680,Machine_1,2025-04-07 11:16:00,OK,53.52,47.39,210.69,9.19,613.09
681,Machine_1,2025-04-07 11:20:00,OK,44.09,42.46,237.9,9.92,1552.37
682,Machine_1,2025-04-07 11:24:00,OK,25.89,43.18,236.45,7.87,1727.06
683,Machine_1,2025-04-07 11:28:00,OK,52.89,50.02,238.63,9.27,1142.74
684,Machine_1,2025-04-07 11:32:00,OK,34.89,42.9,228.4,6.91,1677.14
685,Machine_1,2025-04-07 11:36:00,OK,40.95,53.62,218.21,5.91,1102.58
686,Machine_1,2025-04-07 11:40:00,OK,25.94,49.24,228.08,8.76,888.67
687,Machine_1,2025-04-07 11:44:00,OK,33.9,54.64,236.26,6.6,980.71
688,Machine_1,2025-04-07 11:48:00,OK,26.66,57.71,234.66,5.38,2474.66
689,Machine_1,2025-04-07 11:52:00,Not OK,63.77,41.13,228.5,19.64,3803.91
690,Machine_1,2025-04-07 11:56:00,Not OK,77.83,36.2,235.98,8.43,3639.81
691,Machine_1,2025-04-07 12:00:00,OK,45.12,58.78,231.81,5.39,1476.59
692,Machine_1,2025-04-07 12:04:00,OK,21.66,53.87,227.14,6.56,1364.43
693,Machine_1,2025-04-07 12:08:00,OK,34.36,38.2,215.98,8.48,803.65
694,Machine_1,2025-04-07 12:12:00,OK,31.93,40.48,236.55,6.43,1353.62
695,Machine_1,2025-04-07 12:16:00,OK,33.0,52.18,212.45,9.9,2474.79
696,Machine_1,2025-04-07 12:20:00,OK,48.62,55.34,235.16,8.73,663.97
697,Machine_1,2025-04-07 12:24:00,Not OK,71.92,43.08,238.76,16.89,4210.21
698,Machine_1,2025-04-07 12:28:00,OK,26.9,52.24,224.33,7.39,662.06
699,Machine_1,2025-04-07 12:32:00,Not OK,64.97,52.96,222.34,18.91,4480.39
700,Machine_1,2025-04-07 12:36:00,OK,21.05,42.27,218.54,8.15,1167.03
701,Machine_1,2025-04-07 12:40:00,OK,52.83,43.41,226.69,5.46,2488.92
702,Machine_1,2025-04-07 12:44:00,OK,49.62,35.02,239.23,8.38,1126.83
703,Machine_1,2025-04-07 12:48:00,OK,20.47,54.17,234.67,6.36,1886.12
704,Machine_1,2025-04-07 12:52:00,OK,28.4,35.1,229.97,5.38,1295.61
705,Machine_1,2025-04-07 12:56:00,OK,49.7,56.96,227.36,9.44,1554.03
706,Machine_1,2025-04-07 13:00:00,OK,52.06,38.78,227.94,6.26,1437.29
707,Machine_1,2025-04-07 13:04:00,OK,52.29,35.21,213.7,9.75,1318.0
708,Machine_1,2025-04-07 13:08:00,OK,39.38,41.68,214.69,9.87,2281.76
709,Machine_1,2025-04-07 13:12:00,Not OK,74.6,40.01,236.04,8.51,4648.67
710,Machine_1,2025-04-07 13:16:00,OK,29.24,36.93,236.78,5.45,524.85
711,Machine_1,2025-04-07 13:20:00,OK,44.0,54.57,214.88,6.1,2244.94
712,Machine_1,2025-04-07 13:24:00,Not OK,25.89,35.09,194.28,9.34,732.52
713,Machine_1,2025-04-07 13:28:00,OK,58.69,45.29,220.91,9.86,1824.61
714,Machine_1,2025-04-07 13:32:00,OK,49.31,44.95,218.2,9.38,1638.0
715,Machine_1,2025-04-07 13:36:00,OK,27.79,31.62,231.31,7.53,1592.82
716,Machine_1,2025-04-07 13:40:00,OK,41.37,37.7,214.52,6.12,1101.8
717,Machine_1,2025-04-07 13:44:00,Not OK,66.58,35.02,229.25,18.3,3864.3
718,Machine_1,2025-04-07 13:48:00,Not OK,49.51,89.79,197.0,5.54,4459.43
719,Machine_1,2025-04-07 13:52:00,Not OK,20.12,50.86,193.15,8.33,642.58
720,Machine_1,2025-04-07 13:56:00,Not OK,85.8,31.7,236.46,18.67,3817.18
721,Machine_1,2025-04-07 14:00:00,OK,41.52,47.12,217.47,9.73,776.81
722,Machine_1,2025-04-07 14:04:00,OK,40.31,42.8,239.12,8.18,1448.89
723,Machine_1,2025-04-07 14:08:00,OK,46.17,38.14,220.95,6.08,523.82
724,Machine_1,2025-04-07 14:12:00,Not OK,21.42,83.06,192.04,6.67,4254.72
725,Machine_1,2025-04-07 14:16:00,OK,41.88,30.72,220.72,8.92,1944.14
726,Machine_1,2025-04-07 14:20:00,Not OK,58.94,86.29,191.81,6.16,4433.05
727,Machine_1,2025-04-07 14:24:00,OK,41.32,40.72,215.88,5.63,1057.4
728,Machine_1,2025-04-07 14:28:00,OK,54.91,37.38,213.27,8.26,1314.77
729,Machine_1,2025-04-07 14:32:00,OK,53.77,36.88,224.29,8.5,2357.28
730,Machine_1,2025-04-07 14:36:00,OK,24.37,40.62,235.21,9.6,1485.68
731,Machine_1,2025-04-07 14:40:00,OK,52.29,39.62,220.03,9.4,1210.45
732,Machine_1,2025-04-07 14:44:00,Not OK,54.61,84.66,199.82,7.4,4116.68
733,Machine_1,2025-04-07 14:48:00,OK,34.79,51.69,229.32,6.6,1491.73
734,Machine_1,2025-04-07 14:52:00,Not OK,82.14,47.56,225.88,6.22,4643.36
735,Machine_1,2025-04-07 14:56:00,OK,23.47,33.92,219.74,5.19,2261.73
736,Machine_1,2025-04-07 15:00:00,OK,24.17,47.33,236.61,5.67,2381.19
737,Machine_1,2025-04-07 15:04:00,Not OK,40.25,81.76,193.33,7.3,4463.52
738,Machine_1,2025-04-07 15:08:00,OK,37.48,31.49,223.12,8.44,967.65
739,Machine_1,2025-04-07 15:12:00,Not OK,32.21,86.04,193.8,7.68,4483.4
740,Machine_1,2025-04-07 15:16:00,Not OK,34.33,83.4,191.04,6.77,3748.88
741,Machine_1,2025-04-07 15:20:00,OK,31.39,55.45,232.21,8.72,669.35
742,Machine_1,2025-04-07 15:24:00,OK,46.05,47.98,235.06,9.7,2135.49
743,Machine_1,2025-04-07 15:28:00,OK,56.11,38.6,228.74,8.72,647.07
744,Machine_1,2025-04-07 15:32:00,OK,38.2,47.69,236.15,5.44,866.07
745,Machine_1,2025-04-07 15:36:00,OK,59.85,54.44,218.63,6.14,501.67
746,Machine_1,2025-04-07 15:40:00,OK,54.22,33.72,232.89,6.3,1801.72
747,Machine_1,2025-04-07 15:44:00,OK,40.02,53.76,220.72,6.76,764.83
748,Machine_1,2025-04-07 15:48:00,OK,43.31,57.62,230.31,8.86,1536.1
749,Machine_1,2025-04-07 15:52:00,OK,42.74,38.6,226.53,5.27,1036.85
750,Machine_1,2025-04-07 15:56:00,OK,49.95,35.97,222.87,5.55,613.43
751,Machine_1,2025-04-07 16:00:00,OK,21.88,35.02,229.32,5.59,2414.79
752,Machine_1,2025-04-07 16:04:00,Not OK,74.92,57.74,238.15,16.26,4292.84
753,Machine_1,2025-04-07 16:08:00,OK,44.1,42.08,234.69,5.51,550.72
754,Machine_1,2025-04-07 16:12:00,Not OK,79.11,55.69,235.6,19.44,4059.42
755,Machine_1,2025-04-07 16:16:00,OK,21.72,31.49,234.49,5.37,1162.31
756,Machine_1,2025-04-07 16:20:00,OK,35.87,31.91,229.19,9.77,1681.17
757,Machine_1,2025-04-07 16:24:00,OK,25.91,47.58,220.75,8.06,2007.86
758,Machine_1,2025-04-07 16:28:00,OK,30.41,38.53,239.78,9.56,632.32
759,Machine_1,2025-04-07 16:32:00,Not OK,20.26,50.12,199.0,6.55,830.58
760,Machine_1,2025-04-07 16:36:00,OK,45.05,45.58,230.52,8.0,2129.72
761,Machine_1,2025-04-07 16:40:00,OK,28.4,40.9,232.78,8.8,1724.22
762,Machine_1,2025-04-07 16:44:00,Not OK,75.05,55.12,222.77,18.21,4315.43
763,Machine_1,2025-04-07 16:48:00,Not OK,30.48,56.6,195.51,7.52,531.14
764,Machine_1,2025-04-07 16:52:00,OK,40.02,35.05,223.97,9.76,758.0
765,Machine_1,2025-04-07 16:56:00,OK,45.87,45.8,223.57,8.26,2137.61
766,Machine_1,2025-04-07 17:00:00,Not OK,78.77,48.53,224.26,19.91,4337.26
767,Machine_1,2025-04-07 17:04:00,OK,47.45,44.3,230.0,7.96,1651.22
768,Machine_1,2025-04-07 17:08:00,OK,35.56,52.99,228.19,5.83,1503.61
769,Machine_1,2025-04-07 17:12:00,OK,47.2,46.57,239.5,6.94,1951.82
770,Machine_1,2025-04-07 17:16:00,Not OK,59.69,84.95,190.12,5.48,3973.19
771,Machine_1,2025-04-07 17:20:00,OK,41.79,44.29,225.21,8.82,2378.0
772,Machine_1,2025-04-07 17:24:00,OK,28.56,41.19,221.2,6.4,506.04
773,Machine_1,2025-04-07 17:28:00,OK,49.31,41.67,215.01,6.35,1024.6
774,Machine_1,2025-04-07 17:32:00,OK,42.24,32.72,215.41,5.57,1904.06
775,Machine_1,2025-04-07 17:36:00,OK,53.31,32.42,232.98,6.65,2492.23
776,Machine_1,2025-04-07 17:40:00,OK,59.28,34.89,217.15,5.34,2148.14
777,Machine_1,2025-04-07 17:44:00,OK,35.98,39.63,223.59,9.51,1562.07
778,Machine_1,2025-04-07 17:48:00,OK,20.81,45.82,221.58,9.38,721.59
779,Machine_1,2025-04-07 17:52:00,OK,38.68,58.88,230.74,8.05,2147.9
780,Machine_1,2025-04-07 17:56:00,OK,42.93,35.27,217.56,9.99,831.07
781,Machine_1,2025-04-07 18:00:00,OK,49.35,42.3,233.52,8.62,2434.39
782,Machine_1,2025-04-07 18:04:00,OK,33.62,56.39,235.47,9.0,610.98
783,Machine_1,2025-04-07 18:08:00,OK,41.84,36.05,227.55,7.3,1764.07
784,Machine_1,2025-04-07 18:12:00,Not OK,46.77,80.05,193.88,7.02,4369.11
785,Machine_1,2025-04-07 18:16:00,Not OK,76.54,34.03,232.94,5.35,3845.93
786,Machine_1,2025-04-07 18:20:00,OK,41.61,51.06,227.07,9.47,1599.82
787,Machine_1,2025-04-07 18:24:00,Not OK,56.61,88.7,198.89,8.05,4161.1
788,Machine_1,2025-04-07 18:28:00,OK,42.34,40.83,231.82,8.99,1596.72
789,Machine_1,2025-04-07 18:32:00,OK,24.62,54.23,220.8,7.52,1947.01
790,Machine_1,2025-04-07 18:36:00,OK,40.02,46.08,238.6,6.53,1905.29
791,Machine_1,2025-04-07 18:40:00,Not OK,45.85,33.96,191.01,8.59,768.19
792,Machine_1,2025-04-07 18:44:00,Not OK,21.99,43.4,190.54,8.53,517.04
793,Machine_1,2025-04-07 18:48:00,OK,44.67,48.04,232.27,5.09,2171.86
794,Machine_1,2025-04-07 18:52:00,Not OK,66.83,44.79,233.62,17.0,4156.75
795,Machine_1,2025-04-07 18:56:00,OK,30.18,47.74,223.21,9.04,665.47
796,Machine_1,2025-04-07 19:00:00,OK,25.64,51.81,221.23,6.02,2259.77
797,Machine_1,2025-04-07 19:04:00,OK,32.89,42.05,219.25,9.44,1753.56
798,Machine_1,2025-04-07 19:08:00,OK,52.82,54.7,233.59,5.67,2089.01
799,Machine_1,2025-04-07 19:12:00,OK,34.19,53.84,210.66,9.37,2223.86
800,Machine_1,2025-04-07 19:16:00,OK,38.54,57.57,225.28,7.3,2379.37
801,Machine_1,2025-04-07 19:20:00,Not OK,60.45,54.79,222.31,18.38,3746.63
802,Machine_1,2025-04-07 19:24:00,Not OK,32.5,50.25,197.41,5.39,531.46
803,Machine_1,2025-04-07 19:28:00,OK,25.71,55.77,210.08,6.95,1351.24
804,Machine_1,2025-04-07 19:32:00,OK,41.92,54.07,231.14,8.18,1548.82
805,Machine_1,2025-04-07 19:36:00,OK,40.68,59.35,239.59,9.33,2405.19
806,Machine_1,2025-04-07 19:40:00,Not OK,78.45,41.74,211.72,16.63,3949.5
807,Machine_1,2025-04-07 19:44:00,OK,33.29,34.37,236.06,9.21,2011.6
808,Machine_1,2025-04-07 19:48:00,OK,52.08,51.77,236.62,9.43,2190.96
809,Machine_1,2025-04-07 19:52:00,OK,28.98,44.09,213.28,5.13,1372.17
810,Machine_1,2025-04-07 19:56:00,Not OK,72.66,32.43,221.41,7.29,4532.36
811,Machine_1,2025-04-07 20:00:00,OK,22.46,53.49,226.44,9.61,991.25
812,Machine_1,2025-04-07 20:04:00,OK,47.07,43.96,222.49,8.0,1315.53
813,Machine_1,2025-04-07 20:08:00,OK,54.91,50.79,228.82,6.85,713.78
814,Machine_1,2025-04-07 20:12:00,Not OK,79.92,47.03,233.48,19.23,4244.9
815,Machine_1,2025-04-07 20:16:00,OK,56.63,42.66,227.35,9.64,1805.84
816,Machine_1,2025-04-07 20:20:00,OK,59.88,30.75,222.28,7.73,923.75
817,Machine_1,2025-04-07 20:24:00,OK,31.33,35.98,217.67,7.1,501.72
818,Machine_1,2025-04-07 20:28:00,OK,35.69,50.32,222.53,8.0,679.85
819,Machine_1,2025-04-07 20:32:00,OK,59.1,56.11,235.21,8.66,1778.5
820,Machine_1,2025-04-07 20:36:00,OK,21.81,52.37,224.44,7.28,2396.54
821,Machine_1,2025-04-07 20:40:00,OK,55.95,35.4,231.41,7.44,1104.4
822,Machine_1,2025-04-07 20:44:00,OK,21.13,30.6,229.52,6.95,1166.14
823,Machine_1,2025-04-07 20:48:00,Not OK,52.06,51.85,190.08,9.3,692.75
824,Machine_1,2025-04-07 20:52:00,Not OK,81.19,34.51,227.99,18.66,4279.16
825,Machine_1,2025-04-07 20:56:00,Not OK,66.15,44.25,224.35,16.59,3994.81
826,Machine_1,2025-04-07 21:00:00,Not OK,66.43,31.79,219.9,16.94,3647.84
827,Machine_1,2025-04-07 21:04:00,Not OK,72.72,30.08,232.75,6.48,3736.14
828,Machine_1,2025-04-07 21:08:00,Not OK,52.45,84.09,198.83,8.57,4485.11
829,Machine_1,2025-04-07 21:12:00,OK,57.32,30.75,231.05,5.74,706.25
830,Machine_1,2025-04-07 21:16:00,OK,45.04,58.1,230.4,8.49,575.28
831,Machine_1,2025-04-07 21:20:00,OK,52.82,57.09,217.25,8.38,1157.92
832,Machine_1,2025-04-07 21:24:00,OK,37.93,42.14,232.92,6.04,1723.4
833,Machine_1,2025-04-07 21:28:00,OK,25.53,53.52,225.98,6.59,687.01
834,Machine_1,2025-04-07 21:32:00,OK,37.78,55.59,217.35,9.2,1445.8
835,Machine_1,2025-04-07 21:36:00,OK,30.25,50.36,220.85,5.48,957.98
836,Machine_1,2025-04-07 21:40:00,OK,57.98,39.24,218.25,6.33,715.7
837,Machine_1,2025-04-07 21:44:00,OK,55.48,33.61,238.33,9.48,1734.35
838,Machine_1,2025-04-07 21:48:00,OK,28.28,57.69,229.18,7.18,2344.88
839,Machine_1,2025-04-07 21:52:00,OK,49.53,40.93,234.71,6.56,845.58
840,Machine_1,2025-04-07 21:56:00,Not OK,65.9,45.6,232.77,17.98,3947.68
841,Machine_1,2025-04-07 22:00:00,Not OK,36.72,80.54,199.72,7.32,4054.85
842,Machine_1,2025-04-07 22:04:00,Not OK,70.1,50.32,234.85,9.36,3629.06
843,Machine_1,2025-04-07 22:08:00,Not OK,78.33,37.53,225.79,17.2,3659.5
844,Machine_1,2025-04-07 22:12:00,OK,59.8,52.19,222.87,9.98,1247.59
845,Machine_1,2025-04-07 22:16:00,Not OK,68.17,40.68,223.45,16.79,3805.74
846,Machine_1,2025-04-07 22:20:00,OK,25.2,48.05,224.79,6.93,989.53
847,Machine_1,2025-04-07 22:24:00,OK,26.1,33.71,226.17,9.78,1084.05
848,Machine_1,2025-04-07 22:28:00,OK,21.7,42.12,236.09,5.89,1195.45
849,Machine_1,2025-04-07 22:32:00,OK,59.11,56.14,226.42,6.36,2149.48
850,Machine_1,2025-04-07 22:36:00,OK,41.39,41.29,224.26,7.42,814.06
851,Machine_1,2025-04-07 22:40:00,Not OK,45.61,81.57,197.46,5.02,4108.75
852,Machine_1,2025-04-07 22:44:00,OK,50.29,34.55,227.53,7.58,1253.68
853,Machine_1,2025-04-07 22:48:00,OK,51.25,50.17,213.96,9.19,1878.24
854,Machine_1,2025-04-07 22:52:00,OK,33.74,45.74,234.61,6.48,2391.82
855,Machine_1,2025-04-07 22:56:00,Not OK,86.45,41.54,229.84,18.52,3825.95
856,Machine_1,2025-04-07 23:00:00,Not OK,77.15,46.54,210.86,16.49,4273.76
857,Machine_1,2025-04-07 23:04:00,OK,46.56,45.0,236.51,7.17,1906.83
858,Machine_1,2025-04-07 23:08:00,OK,47.74,40.89,230.14,8.4,1464.17
859,Machine_1,2025-04-07 23:12:00,OK,32.18,37.97,236.36,7.24,791.57
860,Machine_1,2025-04-07 23:16:00,Not OK,29.64,80.97,191.26,6.2,4250.89
861,Machine_1,2025-04-07 23:20:00,OK,48.86,39.84,212.98,8.45,523.69
862,Machine_1,2025-04-07 23:24:00,Not OK,80.7,47.76,217.73,9.3,3968.38
863,Machine_1,2025-04-07 23:28:00,OK,50.66,59.41,229.51,9.18,1189.78
864,Machine_1,2025-04-07 23:32:00,OK,33.73,54.27,235.92,7.37,891.48
865,Machine_1,2025-04-07 23:36:00,OK,47.9,40.77,224.72,8.06,1960.25
866,Machine_1,2025-04-07 23:40:00,OK,47.41,30.96,215.29,8.59,2055.01
867,Machine_1,2025-04-07 23:44:00,OK,49.22,32.72,220.49,9.46,1680.96
868,Machine_1,2025-04-07 23:48:00,OK,47.77,59.29,210.33,8.59,1768.96
869,Machine_1,2025-04-07 23:52:00,Not OK,42.23,38.13,195.01,5.07,804.51
870,Machine_1,2025-04-07 23:56:00,Not OK,21.88,87.52,198.13,8.88,3637.62
871,Machine_1,2025-04-08 00:00:00,OK,55.85,58.5,227.07,10.0,2278.79
872,Machine_1,2025-04-08 00:04:00,Not OK,63.4,44.12,227.38,18.64,4299.32
873,Machine_1,2025-04-08 00:08:00,OK,56.43,38.46,228.13,7.46,896.65
874,Machine_1,2025-04-08 00:12:00,Not OK,41.29,80.49,191.83,6.48,3887.47
875,Machine_1,2025-04-08 00:16:00,OK,43.73,51.54,224.51,5.77,1164.94
876,Machine_1,2025-04-08 00:20:00,OK,27.96,34.33,236.39,6.23,1364.33
877,Machine_1,2025-04-08 00:24:00,OK,30.01,33.23,215.24,6.55,2053.66
878,Machine_1,2025-04-08 00:28:00,OK,43.55,40.61,215.83,8.19,1338.33
879,Machine_1,2025-04-08 00:32:00,OK,47.65,39.98,222.08,8.4,1512.94
880,Machine_1,2025-04-08 00:36:00,OK,50.63,49.19,212.75,5.89,733.53
881,Machine_1,2025-04-08 00:40:00,Not OK,81.84,46.96,233.43,7.96,4080.01
882,Machine_1,2025-04-08 00:44:00,OK,31.48,53.44,219.13,5.62,2084.62
883,Machine_1,2025-04-08 00:48:00,OK,55.53,40.87,235.5,9.18,764.93
884,Machine_1,2025-04-08 00:52:00,Not OK,73.12,34.21,237.61,5.85,4149.51
885,Machine_1,2025-04-08 00:56:00,OK,23.6,39.2,227.65,9.56,1354.82
886,Machine_1,2025-04-08 01:00:00,OK,56.79,57.9,215.08,9.61,1851.47
887,Machine_1,2025-04-08 01:04:00,Not OK,21.18,37.47,198.52,6.34,641.88
888,Machine_1,2025-04-08 01:08:00,OK,37.06,52.03,235.27,9.58,1906.11
889,Machine_1,2025-04-08 01:12:00,OK,44.45,50.2,222.27,5.63,1178.76
890,Machine_1,2025-04-08 01:16:00,Not OK,78.4,47.88,237.28,20.0,4316.58
891,Machine_1,2025-04-08 01:20:00,Not OK,27.0,58.4,191.32,9.35,833.17
892,Machine_1,2025-04-08 01:24:00,OK,33.95,50.13,237.26,9.7,1594.02
893,Machine_1,2025-04-08 01:28:00,OK,29.76,55.47,233.13,9.85,1287.75
894,Machine_1,2025-04-08 01:32:00,Not OK,88.02,46.51,226.49,19.16,4224.53
895,Machine_1,2025-04-08 01:36:00,OK,56.08,44.55,238.99,7.26,1476.32
896,Machine_1,2025-04-08 01:40:00,Not OK,72.41,42.9,216.82,8.8,4294.44
897,Machine_1,2025-04-08 01:44:00,OK,21.63,46.78,216.96,8.88,1545.66
898,Machine_1,2025-04-08 01:48:00,OK,59.13,57.82,223.99,7.3,1520.68
899,Machine_1,2025-04-08 01:52:00,Not OK,28.32,55.62,192.62,9.88,547.14
900,Machine_1,2025-04-08 01:56:00,OK,45.52,48.8,218.57,7.7,1466.58
901,Machine_1,2025-04-08 02:00:00,OK,35.84,58.38,228.05,9.88,1905.52
902,Machine_1,2025-04-08 02:04:00,OK,29.35,37.98,230.93,6.7,1829.93
903,Machine_1,2025-04-08 02:08:00,OK,38.35,57.9,224.04,5.21,2152.02
904,Machine_1,2025-04-08 02:12:00,Not OK,76.41,32.68,216.78,17.36,3896.37
905,Machine_1,2025-04-08 02:16:00,OK,47.15,52.87,225.58,5.41,2293.1
906,Machine_1,2025-04-08 02:20:00,Not OK,27.35,49.08,194.36,6.08,690.25
907,Machine_1,2025-04-08 02:24:00,OK,38.97,58.41,229.54,9.47,680.45
908,Machine_1,2025-04-08 02:28:00,OK,26.6,42.13,218.29,9.18,2091.39
909,Machine_1,2025-04-08 02:32:00,Not OK,74.05,50.17,226.03,19.88,3879.1
910,Machine_1,2025-04-08 02:36:00,Not OK,85.74,53.36,211.63,6.31,3672.08
911,Machine_1,2025-04-08 02:40:00,Not OK,30.63,89.4,199.61,7.45,4375.05
912,Machine_1,2025-04-08 02:44:00,OK,56.11,56.08,230.22,6.31,514.69
913,Machine_1,2025-04-08 02:48:00,OK,57.16,44.92,212.63,9.25,2372.66
914,Machine_1,2025-04-08 02:52:00,OK,20.64,42.23,215.0,7.5,2240.81
915,Machine_1,2025-04-08 02:56:00,Not OK,33.61,88.43,198.53,5.33,4297.97
916,Machine_1,2025-04-08 03:00:00,OK,54.36,57.35,225.53,6.81,594.75
917,Machine_1,2025-04-08 03:04:00,Not OK,41.11,86.95,198.09,8.82,4434.21
918,Machine_1,2025-04-08 03:08:00,OK,20.46,50.63,223.15,9.32,1326.78
919,Machine_1,2025-04-08 03:12:00,OK,24.67,35.18,233.12,5.38,1538.77
920,Machine_1,2025-04-08 03:16:00,Not OK,68.63,35.63,228.81,18.07,4343.46
921,Machine_1,2025-04-08 03:20:00,Not OK,77.81,31.75,239.15,17.49,4112.85
922,Machine_1,2025-04-08 03:24:00,OK,51.92,33.7,231.9,6.06,1671.29
923,Machine_1,2025-04-08 03:28:00,OK,52.23,30.98,214.2,9.22,748.42
